x,y1,y2,y3,y4
-6.3,2.8020923,31.636946,-17.383488,11.743674
-6.2,2.3035808,31.021793,-17.668701,12.319178
-6.1,2.5924447,30.60893,-17.65767,12.115706
-6.0,2.9391754,30.080387,-16.696665,11.759553
-5.9,2.8992028,29.007772,-17.061666,11.887855
-5.8,2.2070255,29.466124,-17.097197,11.737035
-5.7,2.2047389,28.871576,-16.304142,11.957717
-5.6,2.117773,28.442049,-16.002174,11.761885
-5.5,2.037143,27.853996,-16.113707,11.815398
-5.4,2.6453896,26.95561,-16.244228,11.7073965
-5.3,2.7594995,26.94431,-15.777313,11.505694
-5.2,2.5880246,26.40692,-14.957044,11.466912
-5.1,1.801575,25.751772,-15.495935,11.565948
-5.0,2.2171228,24.504505,-15.0819645,11.653177
-4.9,1.941573,24.424986,-14.830219,11.657453
-4.8,2.4020927,24.16253,-14.890122,11.635952
-4.7,1.6684227,23.835325,-14.803985,11.400551
-4.6,2.0108523,23.151472,-14.18554,11.030559
-4.5,2.5125833,22.435738,-13.897624,11.654322
-4.4,1.8800519,21.773455,-13.592253,11.090121
-4.3,2.0236435,21.536596,-13.5920315,11.928145
-4.2,2.3920226,21.433537,-13.064567,10.994895
-4.1,2.1217358,20.379011,-13.351149,11.356274
-4.0,2.0259006,19.97001,-12.768688,11.677046
-3.9,2.1473138,19.710999,-12.447809,11.801431
-3.8,1.5211478,18.911955,-13.057594,11.775569
-3.7,1.8164476,18.442041,-12.408145,11.031572
-3.6,1.6631008,17.665918,-12.32502,10.89362
-3.5,2.0376203,17.746534,-11.777963,11.287782
-3.4,2.1801102,16.523104,-11.589351,11.524758
-3.3,1.7478036,16.392538,-11.435757,10.770474
-3.2,1.8311327,16.39762,-10.935985,11.571305
-3.1,1.3558797,15.855633,-11.067363,10.81103
-3.0,1.7411278,15.263126,-10.752702,11.420792
-2.9,1.4442887,14.439137,-11.295985,10.591956
-2.8,2.1564133,14.405762,-10.863341,10.861164
-2.7,1.8295697,13.990376,-10.869638,11.330753
-2.6,2.0819826,12.536873,-10.625394,10.656271
-2.5,1.7147865,12.017658,-9.824949,10.869424
-2.4,1.2323375,11.588975,-9.653483,10.702049
-2.3,1.4148964,11.3508215,-10.012801,10.991495
-2.2,1.39436,10.953992,-9.784058,11.144032
-2.1,1.7942303,10.230987,-9.359712,11.06009
-2.0,1.4770954,9.8221,-9.156173,10.748584
-1.9,1.2314622,9.361095,-9.179814,10.587565
-1.8,1.674153,8.601947,-8.13617,10.88842
-1.7,1.4862566,8.419059,-8.758985,10.333062
-1.6,1.4137974,7.8681936,-8.420988,10.100772
-1.5,1.6095829,7.070554,-7.507228,10.813573
-1.4,1.6681478,7.290967,-7.743775,10.163614
-1.3,0.7375055,6.5712852,-7.931204,9.829352
-1.2,0.705091,5.53307,-7.107467,10.430238
-1.1,1.1128498,5.0338187,-7.329948,10.040519
-1.0,1.487371,5.401536,-6.753199,9.617503
-0.9,1.3402476,4.2681036,-6.466104,10.393062
-0.8,1.3394524,3.6553788,-6.1137404,9.984643
-0.7,1.1886209,3.682726,-6.351403,9.5407295
-0.6,0.6471309,2.925418,-5.889814,9.208184
-0.5,0.8093277,2.6241322,-6.3466463,9.405118
-0.4,0.4464281,2.3090663,-5.3473425,8.881728
-0.3,0.6565358,1.1314809,-5.3190312,8.65959
-0.2,0.6938266,1.4512742,-5.41013,8.06451
-0.1,0.36895323,0.21749915,-5.4152956,7.826845
2.842171e-13,-0.28432795,0.4911349,-4.6052656,-19.117882
0.1,0.06986337,0.50359637,-4.568674,7.3749547
0.2,0.8569438,1.4740602,-4.63097,8.800257
0.3,0.06404865,1.4522014,-4.8865566,8.965939
0.4,0.18166514,1.8307675,-4.1890635,8.709499
0.5,0.25012735,2.375649,-4.2166758,9.59062
0.6,0.37456322,2.9155238,-4.18571,9.888529
0.7,0.7136161,3.2745404,-3.81402,10.1164
0.8,0.8899548,4.262722,-2.9017165,9.507114
0.9,0.8453954,4.546539,-2.955289,9.898029
1.0,0.7230482,4.952519,-3.3498757,9.575805
1.1,1.3005906,5.7517724,-2.7427826,10.013608
1.2,0.6700491,5.91662,-2.125801,10.040182
1.3,1.5038904,6.7410226,-2.1235564,10.360737
1.4,1.0743905,7.2806416,-2.2857978,9.957637
1.5,1.2879148,7.360517,-1.5170118,10.446603
1.6,1.0051947,8.358029,-1.3031934,10.429832
1.7,1.2352917,8.958806,-1.6693283,10.981945
1.8,0.9206798,8.6870165,-1.0096897,10.626097
1.9,1.2811979,9.340215,-1.6911079,11.042341
2.0,0.9734239,10.016616,-0.9161911,10.626392
2.1,1.4223343,10.9362,-0.66509664,10.609308
2.2,1.7755002,11.451769,-0.79451114,10.468365
2.3,1.7466047,11.688429,-0.6708139,11.120123
2.4,1.7538354,12.347045,-0.43163112,10.684186
2.5,1.3086004,12.075606,-0.06468216,10.73434
2.6,1.9174194,13.497365,-0.13563702,10.757485
2.7,1.9616851,13.284008,-0.0017440127,10.716822
2.8,1.5945,13.990094,0.7926794,11.342319
2.9,1.6437372,14.191734,0.33252564,10.593951
3.0,1.8626193,14.746471,0.6938454,11.045276
3.1,1.4086984,15.461522,0.9757733,11.066374
3.2,1.9150282,16.229105,1.6175569,10.925713
3.3,1.6664866,16.95948,1.3597552,10.699897
3.4,2.1492968,17.332905,1.346828,11.701967
3.5,2.1773365,17.835852,1.5729042,11.069219
3.6,1.680245,17.794186,2.2198179,11.347601
3.7,2.4178948,18.155748,2.8624403,11.552032
3.8,2.2971678,18.95511,2.1315038,10.982985
3.9,2.4114006,19.344997,3.2049105,10.922467
4.0,2.101374,20.45187,2.9046519,11.424031
4.1,2.0256476,20.286404,2.8086026,11.607945
4.2,2.0102255,21.098358,2.9472237,11.632566
4.3,1.6943356,21.719658,3.2948222,11.87496
4.4,2.388738,21.532524,3.4843898,11.2790365
4.5,2.5650637,22.117804,4.460255,11.6781
4.6,1.8535745,22.820047,4.360168,11.857719
4.7,1.6899157,23.35882,4.7940335,11.3771305
4.8,2.4706175,23.924614,4.3419285,11.3607645
4.9,2.3449216,24.87839,4.7907543,11.5949335
5.0,2.573149,25.301054,5.2565923,11.787284
5.1,2.6684256,25.890333,5.0166197,11.534572
5.2,2.1348314,25.673183,5.417661,11.364642
5.3,2.6622505,26.714596,5.6473145,11.884108
5.4,2.6973248,26.758547,5.5610194,11.197388
5.5,2.1122339,27.51472,6.220031,11.744896
5.6,2.3564196,28.498507,5.8601394,12.055697
5.7,2.4020984,28.555155,6.4517794,11.768131
5.8,2.20752,29.226362,6.587475,12.146839
5.9,1.9419281,29.574846,6.8828683,11.718743
6.0,1.9874696,30.329334,7.0727825,12.229704
6.1,2.3560572,30.94529,7.0795727,11.761242
6.2,2.374545,30.521883,6.924397,12.182865
6.3,2.3127341,31.390413,7.646598,12.127888
6.4,2.756193,32.21745,8.2237425,11.742211
6.5,2.866546,32.604473,7.6941247,11.927607
6.6,2.2876308,32.76607,8.28305,12.064164
6.7,2.7067895,33.96384,8.0316725,12.064901
6.8,2.6564028,34.203114,8.418836,12.266557
6.9,2.8976722,34.16051,9.217569,11.81689
7.0,3.0002918,35.377777,9.237048,12.386285
7.1,2.5321035,35.702095,9.482482,12.111931
7.2,3.1029444,35.542725,8.95341,12.086259
7.3,2.3398004,36.20587,9.85539,11.537183
7.4,3.004503,37.24007,9.518285,12.450514
7.5,2.7667723,37.33376,9.724757,11.636365
7.6,2.461724,38.041412,10.130208,12.38789
7.7,2.9958532,38.20063,10.471692,11.735656
7.8,2.8938656,38.59517,10.280438,12.198237
7.9,2.9716308,39.151817,10.976882,12.045866
8.0,2.660571,39.686295,11.028109,12.569466
8.1,2.5635626,40.17989,11.078644,12.299109
8.2,3.199661,41.19451,11.851423,12.219218
8.3,2.5144048,41.44053,11.247981,11.724425
8.4,2.411015,41.673885,11.741022,12.050049
8.5,3.058385,42.455833,11.500522,12.155905
8.6,2.8924837,43.045002,12.658957,12.413821
8.7,2.810902,43.06472,12.741054,11.982401
8.8,3.267581,44.096645,12.424992,12.377011
8.9,3.1745262,44.63851,12.318337,11.686067
9.0,3.0809028,44.683567,13.282493,12.02336
9.1,2.6485648,45.68601,13.144393,12.093116
9.2,2.5978987,46.185745,13.409024,11.879393
9.3,3.139553,46.343338,13.112106,12.388063
9.4,3.3239224,46.686806,13.419016,12.476503
9.5,3.0561688,47.956665,13.977161,12.381731
9.6,2.9773118,47.950836,14.45879,12.27417
9.7,3.2774627,48.941826,14.352645,12.2881365
9.8,3.3955612,48.803246,14.800633,12.109576
9.9,3.3638546,49.22029,15.248221,12.058738
10.0,3.1613934,50.15577,14.591872,12.365475
10.1,3.2372925,50.970318,14.797034,12.09393
10.2,3.632159,50.75444,15.843984,12.746018
10.3,2.878671,51.086586,15.668899,12.589933
10.4,2.8258197,51.898647,16.232656,12.707116
10.5,2.8348107,52.611416,15.988971,12.454219
10.6,3.1382072,52.926147,16.3543,12.805452
10.7,3.7489328,53.27686,16.451134,12.392913
10.8,3.0133734,53.724678,16.881561,11.890795
10.9,3.527815,54.0982,16.582314,12.54315
11.0,2.8558538,54.840157,17.384169,12.60504
11.1,2.871594,55.53895,17.461912,12.774606
11.2,3.1367373,56.37436,17.218428,12.187906
11.3,3.169543,56.239727,17.932566,12.648864
11.4,3.6115956,56.840202,17.702728,12.171592
11.5,3.2603066,57.60283,17.744736,12.856494
11.6,3.7091818,58.0966,18.30189,12.522457
11.7,3.884997,58.62386,18.34043,12.50144
11.8,3.2079637,58.848633,18.504011,12.334342
11.9,3.0903525,59.0878,18.428635,12.12626
12.0,3.9121377,59.983837,18.595455,12.194291
12.1,3.8348718,60.850056,19.270159,12.521779
12.2,3.6718829,60.848263,19.002317,12.0398655
12.3,3.8120208,61.755703,19.553406,12.176778
12.4,4.002318,62.422455,19.466257,12.500744
12.5,3.5924199,62.001938,19.522633,12.214809
12.6,3.0909915,63.135998,20.633501,12.548672
12.7,3.5732388,63.201828,20.0757,12.056085
12.8,3.4279861,64.10018,20.622662,12.583163
12.9,3.4082253,64.23399,20.35662,12.835738
13.0,3.555341,65.09627,20.512897,12.549007
13.1,3.500354,65.50631,21.21625,12.849268
13.2,3.8454456,66.40888,21.193516,12.528053
13.3,4.1263227,66.93049,21.309162,12.168699
13.4,3.907788,67.08021,21.360931,12.278754
13.5,3.7500825,67.685684,21.553421,12.8400955
13.6,3.2543526,68.31576,21.899776,12.384461
13.7,3.717467,68.43508,22.120852,12.704848
13.8,3.6823423,69.353134,22.459694,12.65297
13.9,3.8695884,69.45504,23.26318,12.496956
14.0,3.352068,70.481,23.175957,12.833315
14.1,3.659105,70.684235,23.684504,12.408784
14.2,4.1626883,71.123276,23.268202,12.60817
14.3,3.4441068,71.30974,23.690624,12.44178
14.4,4.1442947,71.579765,23.724371,12.405964
14.5,3.712622,72.19603,24.173521,12.591092
14.6,4.188229,72.64387,24.659733,12.42773
14.7,3.4534395,73.62431,24.49755,12.588341
14.8,3.3833807,74.27084,24.129314,12.329063
14.9,3.7023547,74.74275,24.773777,12.828513
15.0,4.0820093,75.24818,25.354227,12.699788
15.1,3.5151896,75.28951,24.937,12.29012
15.2,3.6392,75.548164,25.104061,12.902129
15.3,3.8208013,76.500885,25.449776,12.664745
15.4,4.2169013,76.97107,25.800022,13.188968
15.5,4.092996,77.26954,25.682373,12.326176
15.6,3.5897205,78.26786,26.286802,12.971286
15.7,4.295068,78.96955,26.824066,12.724874
15.8,4.1175876,79.2464,26.491068,12.939276
15.9,4.158228,79.42074,27.155378,12.528184
16.0,4.273071,80.33825,26.74416,12.759485
16.1,4.347257,80.8299,27.243406,13.075426
16.2,4.4989867,81.159325,27.509415,12.519218
16.3,4.2601213,81.38859,27.21918,13.0181465
16.4,4.2304387,82.19572,28.05212,12.749041
16.5,3.897064,82.04418,28.308735,13.167985
16.6,4.5386453,83.25582,28.026804,13.280051
16.7,3.8717427,83.12937,28.031841,12.361016
16.8,4.111555,84.253494,28.595316,13.008691
16.9,3.9905636,84.802284,28.334156,13.326953
17.0,3.7723937,85.49518,28.970564,13.192694
17.1,4.4164963,85.55892,29.55014,13.152173
17.2,4.008069,86.051636,29.67611,12.830948
17.3,3.8229065,86.40882,29.913788,12.456228
17.4,4.060991,86.59653,30.2256,12.497083
17.5,4.0604134,87.86896,30.06057,12.48453
17.6,3.8684068,88.27585,29.883614,13.355721
17.7,4.125884,88.71694,30.33307,12.795373
17.8,4.575261,88.50249,30.70835,12.515769
17.9,3.7924805,89.56641,30.582348,13.337484
18.0,4.4953117,90.19402,30.927727,12.643045
18.1,3.8576953,90.667366,31.61142,13.375879
18.2,4.6891856,91.21412,31.039127,13.1340065
18.3,4.2508054,91.118645,31.671698,12.828752
18.4,3.8232734,92.258156,32.035492,12.431446
18.5,4.427938,92.531654,31.65757,13.27279
18.6,4.5941133,92.58768,32.093178,12.657351
18.7,3.8715231,93.196884,32.096172,13.175311
18.8,4.190387,93.9492,32.498558,13.282177
18.9,4.036243,94.56052,32.715843,12.603785
19.0,4.4974294,95.46178,33.44116,12.467929
19.1,4.8147845,95.34084,33.46784,13.387657
19.2,4.7240167,95.73416,33.591644,12.501386
19.3,4.366772,96.42652,33.85651,12.836673
19.4,4.235915,96.81895,33.612614,13.042857
19.5,4.2883415,97.34169,34.343224,13.3172455
19.6,4.040217,97.59747,34.218563,12.810627
19.7,4.139209,98.74691,34.452274,12.534572
19.8,4.0688457,98.71824,34.32451,13.211622
19.9,4.865875,99.3062,34.541626,13.463485
